	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV2885	2.0455811297754	-1.52492880774289	0.403009270568153	-3.78385540757681	0.000154417554734757	0.00163881897923975	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sydowii
ASV2890	10.5787033661731	-4.28826496184666	0.541543628876875	-7.91859553539617	2.40208342952562e-15	3.73341997273846e-13	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV2934	2.16665240799196	-1.64188349408303	0.399050996269993	-4.11447035449111	3.88069426198803e-05	0.000529363852918527	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia vishniacii
ASV299	4.98120061131241	-3.06616732079571	0.500021134707511	-6.1320754423496	8.67399501337672e-10	3.86860177596602e-08	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia vishniacii
ASV310	3.15259477099055	2.20411684820265	0.475646215545863	4.63394173266605	3.58768014299861e-06	6.86154783535207e-05	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Hericium	Hericium erinaceus
ASV3151	2.67838750258184	-1.6945606020158	0.417936202843175	-4.05459156322877	5.02219760288201e-05	0.000657113558805659	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala heteromorpha
ASV3182	1.92096659309282	-1.40552945192015	0.388588669804892	-3.61701089387362	0.000298024765356442	0.00284649724676572	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria citrimacularis
ASV319	16.5725595778562	-4.89084138005366	0.588126104375506	-8.31597397848363	9.10017882678658e-17	2.12158260011765e-14	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV331	22.3651624251183	-3.91085746715436	0.622856962453524	-6.27890142184319	3.40973686549933e-10	1.60445324616019e-08	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis
ASV349	12.1451759434795	3.59896806394525	0.564451390242296	6.37604606200077	1.81718292206943e-10	9.22805070029117e-09	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV351	10.2816784224336	-4.24539815257599	0.566959758081437	-7.48800614516665	6.99277539243144e-14	7.03253823289821e-12	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Diatrypella	Diatrypella favacea
ASV3545	1.84480656854987	-1.31754535365974	0.380090602535621	-3.46639812947301	0.000527481577905864	0.0045546347021535	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium subspirilliferum
ASV3550	1.8085510799061	-1.17333150736383	0.367227847606609	-3.19510493283929	0.00139780008914193	0.00944573999632273	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria citrimacularis
ASV3805	2.91491867716757	1.69603785842362	0.429341936410689	3.95031958117706	7.80469116803064e-05	0.000933106317035645	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neocosmospora	Neocosmospora falciformis
ASV383	3.96902509879042	-2.64350322129332	0.482587146049117	-5.47777379264111	4.30710252096762e-08	1.2410746533732e-06	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV392	2.82041704665636	-1.87235518592277	0.442092995715096	-4.23520662862842	2.28341639805428e-05	0.000343449932716142	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus chevalieri
ASV393	15.0282838841396	-2.45265891994084	0.600029639622525	-4.08756294353025	4.35928422926438e-05	0.000583779864540392	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Phenoliferia	Phenoliferia glacialis
ASV3938	2.07173914775574	1.33567172015363	0.380419916006292	3.51104572593285	0.000446347614987835	0.0039539152284501	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tenuissima
ASV405	3.37278246459385	1.8450302524928	0.465721962095562	3.96165610097257	7.44316948738222e-05	0.000900377742943004	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Protousnea	Protousnea dusenii
ASV406	49.1207341241467	-5.90967864073165	0.608906537096458	-9.70539529582268	2.85965658895489e-22	2.09531123496423e-19	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium subspirilliferum
ASV4305	2.16022622647349	-1.63779197318399	0.399128454751229	-4.10342072505155	4.07085982591867e-05	0.000553831300985063	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
ASV450	9.56170127160918	-4.05678212419283	0.555479924091348	-7.30320205690403	2.80998705001373e-13	2.25194118430006e-11	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tenuissima
ASV4624	4.32581204805275	-2.28217922018454	0.458923742940484	-4.9728942014676	6.59606628865671e-07	1.50229233122206e-05	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
ASV468	42.3949104501701	-5.34543943344172	0.604957124756889	-8.83606327570713	9.91506343178854e-19	3.17839752135271e-16	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium subspirilliferum
ASV4759	1.88653249844868	-1.35864299405467	0.384296829120823	-3.53539995935671	0.000407158381476605	0.00366665341803799	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Stilbocrea	Stilbocrea gracilipes
ASV486	5.25420413722206	-2.88549116109746	0.494335682504484	-5.8371087971609	5.31144150714551e-09	1.95988370432729e-07	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium verticillioides
ASV488	6.78985031500747	3.54354042510005	0.545744403064531	6.49304034123287	8.41211513060229e-11	4.49434776092283e-09	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV489	2.59758825739685	1.80683404206534	0.460034134886629	3.92760863823859	8.57946703601098e-05	0.00100009287335683	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum
ASV490	1.93709567411573	-1.41642691612044	0.409843529331963	-3.45601873580678	0.000548217213947273	0.00461708717624887	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria longipes
ASV512	3.31763839294354	-2.33671013590018	0.477153894436246	-4.89718341010501	9.72200885563186e-07	2.09513375716537e-05	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus latus
ASV5434	2.09501610024032	-1.57966612247639	0.39336792545893	-4.01574714215309	5.92577637128632e-05	0.000752309579414048	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita communis
ASV5460	1.73618703772344	-1.18423238709314	0.356821076141811	-3.31884091572689	0.000903919095677968	0.00679794874154296	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium griseofulvum
ASV5513	2.0074611188622	-1.48500558485439	0.395511266889085	-3.75464799406292	0.000173585256869324	0.00180959102130643	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium subspirilliferum
ASV560	3.78179874701269	-1.59896947405944	0.463965774299947	-3.44630910862346	0.000568299908204497	0.00473952882793637	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora musae
ASV579	2.10879213115976	-1.48388643969529	0.415585146456798	-3.5705954660474	0.000356170610943881	0.00327383344718847	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV589	5.77092669745955	2.5294779103997	0.517189112712014	4.89081817120189	1.00417695671089e-06	2.15498895856491e-05	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neocosmospora	Neocosmospora falciformis
ASV604	29.3570525995845	-2.11161357908762	0.625020961482704	-3.3784684182085	0.000728908043716259	0.00566974902046569	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium vesicarium
ASV6184	2.33500123629349	-1.59593189519946	0.39109172966772	-4.08070990546232	4.48983623988711e-05	0.000599697137353672	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium chrysogenum
ASV630	3.79396729421303	1.83079706251691	0.456934942262091	4.00669087256363	6.15753675437299e-05	0.000768418637790245	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
ASV707	3.71693571415711	-2.61921980925213	0.496701544817477	-5.27322662186325	1.34045869860588e-07	3.52575008469208e-06	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ustus
ASV709	1.79106013166412	-1.25305672224901	0.394879462388756	-3.17326384783057	0.00150735471374166	0.00995009308466017	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia tenuis
ASV7096	1.69174519937531	-1.13802959459856	0.356746508051194	-3.190023080577	0.00142261431626733	0.00956302598707093	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Protousnea	Protousnea dusenii
ASV712	4.36013017961863	-1.9902145909731	0.508327005149966	-3.91522498472405	9.03199448064258e-05	0.00104328879856265	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens
ASV72	88.7990993276813	-3.9872794584631	0.714537246481916	-5.58022619267898	2.4020600459057e-08	7.65227700338531e-07	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens
ASV7356	171.280020076139	2.49254105996802	0.539574375937128	4.61945780067668	3.8474411748361e-06	7.25497271534351e-05	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa
ASV756	4.94273491307222	2.69553083998498	0.496061016407901	5.43386952577724	5.51449095897235e-08	1.55405627080051e-06	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps purpurea
ASV757	3.65173654404743	-2.58861741130948	0.477078805744478	-5.42597445147445	5.76392038805166e-08	1.60924194546722e-06	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV77	1196.21250160796	-2.83769127674777	0.612511118306313	-4.63288125217126	3.60611404073147e-06	6.86154783535207e-05	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tenuissima
ASV771	4.35456754904688	-2.56980393436109	0.46307251857667	-5.54946327253411	2.86547938519362e-08	8.90729925252004e-07	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Podosphaera	Podosphaera leucotricha
ASV777	3.60672083774402	-2.56674075292671	0.48890953283902	-5.24992985516575	1.52157139178163e-07	3.98170391247346e-06	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia tenuis
ASV786	2.71393792998695	-1.4803470984697	0.427377377832997	-3.46379376928125	0.000532614674517581	0.00456819509297772	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani
ASV787	3.68791473993199	-2.03119253894497	0.465067645029829	-4.36752064060421	1.2566492381014e-05	0.000203966896905763	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus parasiticus
ASV806	3.36421592646637	-2.4476875261904	0.477154651994577	-5.12975723061423	2.90116084417176e-07	7.25164504175652e-06	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV816	3.73264177505392	-2.30447585695745	0.449301343465573	-5.1290206238478	2.91253437044618e-07	7.25164504175652e-06	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Phenoliferia	Phenoliferia glacialis
ASV825	3.81433264197827	-2.66224325660784	0.494911157747812	-5.37923466652658	7.4803152207805e-08	2.02997549033773e-06	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV840	4.73951444997653	-3.02457048937805	0.464610904938732	-6.50989991243726	7.5200893781092e-11	4.10005923278335e-09	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium subspirilliferum
ASV848	15.9074943374355	-4.75806226312886	0.561203694026291	-8.47831600856489	2.28476702895461e-17	6.10358114813772e-15	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia tenuis
ASV890	14.0555798237837	-4.25132268358847	0.534773994837238	-7.94975583074564	1.86879478407759e-15	3.23992054915352e-13	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium canescens
ASV894	3.36630955319167	-1.76005107716219	0.426505726288324	-4.12667631095853	3.68043855676726e-05	0.000510291129211175	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Efibula	Efibula tuberculata
ASV9	478.144619505373	2.17315232310528	0.553629084178384	3.92528569255056	8.66268637460876e-05	0.00100522439853775	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neocosmospora	Neocosmospora falciformis
ASV903	3.186830171411	-2.30881063074009	0.447976278101212	-5.153868058653	2.55167509954103e-07	6.41546156154213e-06	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria brassicae
ASV9081	6.37606898887794	-2.7155030309637	0.475936441439153	-5.70560014852501	1.15933866920718e-08	4.0450666900433e-07	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV941	2.69650354351205	1.59796373133507	0.412741375668083	3.87158599921932	0.000108129493859349	0.00121355836762495	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia tenuis
ASV9414	2.21367553542006	1.26869440365187	0.345322656692174	3.673939080061	0.000238839699861045	0.00236032528051503	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria citrimacularis
ASV942	15.5490402662253	-4.19697207453411	0.540644022749389	-7.76291218978219	8.30010817670729e-15	9.74873742018583e-13	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	Neodevriesia lagerstroemiae
ASV958	4.10919633522484	-2.70436907719032	0.461680518241936	-5.85766340647959	4.69424848780407e-09	1.79677615626471e-07	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Diatrypella	Diatrypella favacea
ASV987	72.0523656848302	-6.16685648003224	0.596054279373777	-10.3461323799424	4.35734207868469e-25	4.46976150431476e-22	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma asperellum
